tarih,USD/TRY
2024-11-28,"34,6145"
2024-11-29,"34,6913"
2024-12-02,"34,7014"
2024-12-03,"34,7071"
2024-12-04,"34,6200"
2024-12-05,"34,6778"
2024-12-06,"34,7376"
2024-12-09,"34,8059"
2024-12-10,"34,8285"
2024-12-11,"34,8540"
2024-12-12,"34,8701"
2024-12-13,"34,9238"
2024-12-16,"34,9508"
2024-12-17,"34,9746"
2024-12-18,"35,0320"
2024-12-19,"35,0675"
2024-12-20,"35,1588"
2024-12-23,"35,1642"
2024-12-24,"35,0875"
2024-12-25,"35,1905"
2024-12-26,"35,1316"
2024-12-27,"35,0702"
2024-12-30,"35,3123"
2024-12-31,"35,3350"
2025-01-01,"35,3585"
2025-01-02,"35,3476"
2025-01-03,"35,3376"
2025-01-06,"35,2927"
2025-01-07,"35,3186"
2025-01-08,"35,2781"
2025-01-09,"35,3291"
2025-01-10,"35,3852"
2025-01-13,"35,4709"
2025-01-14,"35,4711"
2025-01-15,"35,4473"
2025-01-16,"35,4287"
2025-01-17,"35,4307"
2025-01-20,"35,5563"
2025-01-21,"35,4420"
2025-01-22,"35,6380"
2025-01-23,"35,6201"
2025-01-24,"35,6454"
2025-01-27,"35,7385"
2025-01-28,"35,6922"
2025-01-29,"35,7982"
2025-01-30,"35,7677"
2025-01-31,"35,6977"
2025-02-03,"35,9406"
2025-02-04,"35,9301"
2025-02-05,"35,8787"
2025-02-06,"35,8625"
2025-02-07,"35,9863"
2025-02-10,"35,9933"
2025-02-11,"36,0220"
2025-02-12,"36,0936"
2025-02-13,"36,1213"
2025-02-14,"36,2130"
2025-02-17,"36,2114"
2025-02-18,"36,2549"
2025-02-19,"36,2652"
2025-02-20,"36,2502"
2025-02-21,"36,3822"
2025-02-24,"36,4237"
2025-02-25,"36,4186"
2025-02-26,"36,4470"
2025-02-27,"36,4088"
2025-02-28,"36,3935"
2025-03-03,"36,4416"
2025-03-04,"36,4404"
2025-03-05,"36,4241"
2025-03-06,"36,3854"
2025-03-07,"36,4861"
2025-03-10,"36,5370"
2025-03-11,"36,5621"
2025-03-12,"36,4374"
2025-03-13,"36,4132"
2025-03-14,"36,5133"
2025-03-17,"36,4651"
2025-03-18,"36,6825"
2025-03-19,"37,6500"
2025-03-20,"37,4600"
2025-03-21,"37,3800"
2025-03-24,"37,9464"
2025-03-25,"37,9463"
2025-03-26,"37,9929"
2025-03-27,"37,9122"
2025-03-28,"37,8759"
2025-03-31,"37,9417"
2025-04-01,"37,9396"
2025-04-02,"37,9178"
2025-04-03,"37,9383"
2025-04-04,"37,9907"
2025-04-07,"37,9525"
2025-04-08,"37,9449"
2025-04-09,"37,9706"
2025-04-10,"37,8965"
2025-04-11,"37,8604"
2025-04-14,"38,0255"
2025-04-15,"38,0785"
2025-04-16,"38,1291"
2025-04-17,"37,6085"
2025-04-18,"37,6529"
2025-04-21,"38,1701"
2025-04-22,"38,2634"
2025-04-23,"38,3025"
2025-04-24,"38,3464"
2025-04-25,"38,4235"
2025-04-28,"38,4339"
2025-04-29,"38,4713"
2025-04-30,"38,4908"
2025-05-01,"38,4479"
2025-05-02,"38,5698"
2025-05-05,"38,5720"
2025-05-06,"38,6377"
2025-05-07,"38,6486"
